case_number,location,total_occupants,total_units,licence_commenced,licence_expires,licence_expires_date,is_active,normalized_address,postcode,house_number,street_name
23/04974/HMOMAN,"17 Lockheart Crescent, OX4 3RN",6.0,6.0,2024-02-23,2029-02-22,2029-02-22,True,"17 Lockheart Crescent, Ox4 3Rn",OX4 3RN,17,Lockheart Crescent
23/04975/HMOADD,"41 Gipsy Lane, OX3 7PT",4.0,4.0,2024-05-09,2026-05-08,2026-05-08,True,"41 Gipsy Lane, Ox3 7Pt",OX3 7PT,41,Gipsy ln
23/04978/HMOMAN,"109 Howard Street, OX4 3AZ",5.0,,2024-02-24,2026-02-23,2026-02-23,True,"109 Howard Street, Ox4 3Az",OX4 3AZ,109,Howard st
23/04982/HMOMAN,"168 Divinity Road, OX4 1LR",6.0,,2024-02-02,2029-02-01,2029-02-01,True,"168 Divinity Road, Ox4 1Lr",OX4 1LR,168,Divinity rd
23/05013/HMOMAN,"3 Coolidge Close, OX3 7NP",5.0,5.0,2024-02-08,2026-02-07,2026-02-07,True,"3 Coolidge Close, Ox3 7Np",OX3 7NP,3,Coolidge cl
23/05016/HMOMAN,"53 Howard Street, OX4 3AY",5.0,5.0,2024-02-11,2029-02-10,2029-02-10,True,"53 Howard Street, Ox4 3Ay",OX4 3AY,53,Howard st
23/05018/HMOMAN,"197 Cowley Road, OX4 1XA",5.0,,2024-02-13,2029-02-12,2029-02-12,True,"197 Cowley Road, Ox4 1Xa",OX4 1XA,197,Cowley rd
23/05026/HMOMAN,"47 Bullingdon Road, OX4 1QJ",5.0,,2024-02-27,2029-02-26,2029-02-26,True,"47 Bullingdon Road, Ox4 1Qj",OX4 1QJ,47,Bullingdon rd
23/05029/HMOADD,"36 Ouseley Close, Marston, OX3 0JS",4.0,,2024-02-03,2026-03-14,2026-03-14,True,"36 Ouseley Close, Marston, Ox3 0Js",OX3 0JS,36,Ouseley cl
23/05044/HMOMAN,"172 Marlborough Road, OX1 4LT",5.0,5.0,2024-02-14,2026-03-19,2026-03-19,True,"172 Marlborough Road, Ox1 4Lt",OX1 4LT,172,Marlborough rd
23/05083/HMOMAN,"136 Hurst Street, OX4 1HG",5.0,5.0,2024-02-27,2026-02-26,2026-02-26,True,"136 Hurst Street, Ox4 1Hg",OX4 1HG,136,Hurst st
23/05084/HMOADD,"113 Reliance Way, OX4 2FW",3.0,3.0,2024-02-28,2029-02-27,2029-02-27,True,"113 Reliance Way, Ox4 2Fw",OX4 2FW,113,Reliance Way
23/05085/HMOMAN,"19 Ridgefield Road, OX4 3BT",8.0,,2024-02-28,2026-02-27,2026-02-27,True,"19 Ridgefield Road, Ox4 3Bt",OX4 3BT,19,Ridgefield rd
23/05089/HMOMAN,"42 South Parade, OX2 7JL",5.0,5.0,2024-03-01,2029-02-28,2029-02-28,True,"42 South Parade, Ox2 7Jl",OX2 7JL,42,South Parade
23/05094/HMOMAN,"63 Bartlemas Road, OX4 1XU",5.0,5.0,2024-02-08,2026-02-07,2026-02-07,True,"63 Bartlemas Road, Ox4 1Xu",OX4 1XU,63,Bartlemas rd
23/05119/HMOMAN,"153 Divinity Road, OX4 1LP",6.0,6.0,2024-05-20,2026-04-19,2026-04-19,True,"153 Divinity Road, Ox4 1Lp",OX4 1LP,153,Divinity rd
23/05121/HMOMAN,"5 Parsons Place, OX4 1NL",9.0,9.0,2024-08-30,2026-08-29,2026-08-29,True,"5 Parsons Place, Ox4 1Nl",OX4 1NL,5,Parsons pl
23/05206/HMOMAN,"86 Crescent Road, OX4 2PD",5.0,4.0,2024-05-20,2026-05-19,2026-05-19,True,"86 Crescent Road, Ox4 2Pd",OX4 2PD,86,Crescent rd
23/05309/HMOMAN,"26 Courtland Road, OX4 4JA",5.0,5.0,2024-03-25,2026-03-24,2026-03-24,True,"26 Courtland Road, Ox4 4Ja",OX4 4JA,26,Courtland rd
23/05311/HMOMAN,"104 Cricket Road, OX4 3DJ",5.0,5.0,2024-03-29,2026-03-28,2026-03-28,True,"104 Cricket Road, Ox4 3Dj",OX4 3DJ,104,Cricket rd
23/05312/HMOMAN,"36 Sunningwell Road, OX1 4SX",5.0,5.0,2024-03-29,2026-03-28,2026-03-28,True,"36 Sunningwell Road, Ox1 4Sx",OX1 4SX,36,Sunningwell rd
23/05314/HMOMAN,"331 Hollow Way, OX3 7JE",6.0,5.0,2024-03-30,2029-03-29,2029-03-29,True,"331 Hollow Way, Ox3 7Je",OX3 7JE,331,Hollow Way
23/05324/HMOADD,"9 Marlborough Road, OX1 4LW",4.0,4.0,2024-03-03,2026-03-02,2026-03-02,True,"9 Marlborough Road, Ox1 4Lw",OX1 4LW,9,Marlborough rd
23/05326/HMOADD,"19 Stockmore Street, OX4 1JT",4.0,4.0,2024-03-05,2026-03-04,2026-03-04,True,"19 Stockmore Street, Ox4 1Jt",OX4 1JT,19,Stockmore st
24/00010/HMOADD,"Flat 4, Jean Marguerite Court, 6 Brook Street, OX1 4JT",3.0,3.0,2024-03-11,2026-03-10,2026-03-10,True,"Flat 4, Jean Marguerite Court, 6 Brook Street, Ox1 4Jt",OX1 4JT,4,Jean Marguerite ct
24/00011/HMOADD,"58 Venneit Close, OX1 1HY",3.0,,2024-03-11,2026-07-02,2026-07-02,True,"58 Venneit Close, Ox1 1Hy",OX1 1HY,58,Venneit cl
24/00012/HMOMAN,"10 Boulter Street, OX4 1AX",5.0,5.0,2024-03-13,2026-03-12,2026-03-12,True,"10 Boulter Street, Ox4 1Ax",OX4 1AX,10,Boulter st
24/00015/HMOMAN,"11 Marston Street, OX4 1JU",5.0,,2024-03-15,2026-04-28,2026-04-28,True,"11 Marston Street, Ox4 1Ju",OX4 1JU,11,Marston st
24/00016/HMOMAN,"17 Boulter Street, OX4 1AX",6.0,6.0,2024-03-20,2026-03-19,2026-03-19,True,"17 Boulter Street, Ox4 1Ax",OX4 1AX,17,Boulter st
24/00017/HMOMAN,"65 Gipsy Lane, OX3 7PU",5.0,5.0,2024-03-20,2026-03-19,2026-03-19,True,"65 Gipsy Lane, Ox3 7Pu",OX3 7PU,65,Gipsy ln
24/00018/HMOADD,"92B Cowley Road, OX4 1JB",4.0,4.0,2024-03-20,2026-03-19,2026-03-19,True,"92B Cowley Road, Ox4 1Jb",OX4 1JB,92B,Cowley rd
24/00019/HMOADD,"47 Trinity Street, OX1 1TY",4.0,,2024-03-23,2026-03-22,2026-03-22,True,"47 Trinity Street, Ox1 1Ty",OX1 1TY,47,Trinity st
24/00020/HMOADD,"23 Hart Street, OX2 6BN",4.0,4.0,2024-03-25,2026-05-16,2026-05-16,True,"23 Hart Street, Ox2 6Bn",OX2 6BN,23,Hart st
24/00022/HMOADD,"21 Venneit Close, OX1 1HZ",3.0,,2024-03-28,2026-03-27,2026-03-27,True,"21 Venneit Close, Ox1 1Hz",OX1 1HZ,21,Venneit cl
24/00023/HMOMAN,"6 Denmark Street, OX4 1QS",6.0,6.0,2024-03-31,2026-03-30,2026-03-30,True,"6 Denmark Street, Ox4 1Qs",OX4 1QS,6,Denmark st
24/00030/HMOMAN,"37 Glanville Road, OX4 2DD",5.0,,2024-03-06,2026-03-05,2026-03-05,True,"37 Glanville Road, Ox4 2Dd",OX4 2DD,37,Glanville rd
24/00031/HMOADD,"93 Magdalen Road, OX4 1RG",4.0,,2024-03-06,2026-03-05,2026-03-05,True,"93 Magdalen Road, Ox4 1Rg",OX4 1RG,93,Magdalen rd
24/00032/HMOADD,"3 Shelley Road, OX4 3EA",4.0,,2024-03-06,2026-03-05,2026-03-05,True,"3 Shelley Road, Ox4 3Ea",OX4 3EA,3,Shelley rd
24/00037/HMOMAN,"47 Girdlestone Road, Headington, OX3 7NA",10.0,,2024-03-08,2026-03-07,2026-03-07,True,"47 Girdlestone Road, Headington, Ox3 7Na",OX3 7NA,47,Girdlestone rd
24/00038/HMOMAN,"23 Iffley Road, OX4 1EA",7.0,7.0,2024-03-09,2026-03-08,2026-03-08,True,"23 Iffley Road, Ox4 1Ea",OX4 1EA,23,Iffley rd
24/00042/HMOMAN,"93 Walton Street, OX2 6EB",7.0,7.0,2024-03-13,2029-03-12,2029-03-12,True,"93 Walton Street, Ox2 6Eb",OX2 6EB,93,Walton st
24/00045/HMOMAN,"40 Marston Street, OX4 1JU",5.0,,2024-03-16,2026-03-15,2026-03-15,True,"40 Marston Street, Ox4 1Ju",OX4 1JU,40,Marston st
24/00048/HMOADD,"28 Hendred Street, OX4 2ED",4.0,4.0,2024-03-21,2026-03-20,2026-03-20,True,"28 Hendred Street, Ox4 2Ed",OX4 2ED,28,Hendred st
24/00050/HMOMAN,"52A Rymers Lane, OX4 3LB",6.0,,2024-03-23,2026-03-22,2026-03-22,True,"52A Rymers Lane, Ox4 3Lb",OX4 3LB,52A,Rymers ln
24/00053/HMOADD,"221A London Road, Headington, OX3 9JA",4.0,,2024-03-29,2026-05-02,2026-05-02,True,"221A London Road, Headington, Ox3 9Ja",OX3 9JA,221A,London rd
24/00054/HMOMAN,"193 Headley Way, OX3 7ST",5.0,,2024-03-29,2026-06-10,2026-06-10,True,"193 Headley Way, Ox3 7St",OX3 7ST,193,Headley Way
24/00055/HMOMAN,"86 Temple Road, OX4 2EZ",6.0,6.0,2024-03-29,2026-03-28,2026-03-28,True,"86 Temple Road, Ox4 2Ez",OX4 2EZ,86,Temple rd
24/00058/HMOMAN,"Accommodation Above, 128A High Street",7.0,,2024-03-30,2029-03-29,2029-03-29,True,"Accommodation Above, 128A High Street",,128A,Accommodation Above
24/00061/HMOADD,"58 Stratford Street, OX4 1SW",4.0,4.0,2024-03-30,2029-03-29,2029-03-29,True,"58 Stratford Street, Ox4 1Sw",OX4 1SW,58,Stratford st
24/00064/HMOMAN,"37 Beechey Avenue, Marston, OX3 0JU",6.0,6.0,2024-04-01,2029-03-31,2029-03-31,True,"37 Beechey Avenue, Marston, Ox3 0Ju",OX3 0JU,37,Beechey ave
24/00065/HMOADD,"18 Howard Street, OX4 3BE",4.0,4.0,2024-04-01,2026-03-31,2026-03-31,True,"18 Howard Street, Ox4 3Be",OX4 3BE,18,Howard st
24/00075/HMOADD,"11 Gipsy Lane, OX3 7PT",4.0,4.0,2024-03-21,2026-03-20,2026-03-20,True,"11 Gipsy Lane, Ox3 7Pt",OX3 7PT,11,Gipsy ln
24/00077/HMOMAN,"47 Donnington Bridge Road, OX4 4BA",5.0,0.0,2024-03-22,2029-05-15,2029-05-15,True,"47 Donnington Bridge Road, Ox4 4Ba",OX4 4BA,47,Donnington Bridge rd
24/00083/HMOMAN,"40 Divinity Road, OX4 1LJ",5.0,,2024-03-31,2026-03-30,2026-03-30,True,"40 Divinity Road, Ox4 1Lj",OX4 1LJ,40,Divinity rd
24/00086/HMOMAN,"330 Cowley Road, OX4 2AG",5.0,,2024-04-01,2026-03-31,2026-03-31,True,"330 Cowley Road, Ox4 2Ag",OX4 2AG,330,Cowley rd
24/00094/HMOMAN,"56 Napier Road, OX4 3JA",5.0,,2024-03-03,2026-03-02,2026-03-02,True,"56 Napier Road, Ox4 3Ja",OX4 3JA,56,Napier rd
24/00096/HMOADD,"67 Edgeway Road, OX3 0HF",3.0,,2024-03-04,2026-03-03,2026-03-03,True,"67 Edgeway Road, Ox3 0Hf",OX3 0HF,67,Edgeway rd
24/00098/HMOADD,"71 Preachers Lane, OX1 1RT",3.0,,2024-03-06,2026-03-05,2026-03-05,True,"71 Preachers Lane, Ox1 1Rt",OX1 1RT,71,Preachers ln
24/00100/HMOMAN,"133 Magdalen Road, OX4 1RJ",6.0,,2024-03-07,2026-03-06,2026-03-06,True,"133 Magdalen Road, Ox4 1Rj",OX4 1RJ,133,Magdalen rd
24/00106/HMOADD,"103 The Slade, OX3 7HW",4.0,,2024-03-11,2026-03-10,2026-03-10,True,"103 The Slade, Ox3 7Hw",OX3 7HW,103,The Slade
24/00113/HMOMAN,"7 Milton Road, OX4 3EE",6.0,,2024-03-20,2026-03-19,2026-03-19,True,"7 Milton Road, Ox4 3Ee",OX4 3EE,7,Milton rd
24/00115/HMOADD,"81 Windmill Road, OX3 7BT",4.0,4.0,2024-03-20,2029-03-19,2029-03-19,True,"81 Windmill Road, Ox3 7Bt",OX3 7BT,81,Windmill rd
24/00119/HMOMAN,"15 Southdale Road, OX2 7SE",5.0,5.0,2024-03-22,2026-03-21,2026-03-21,True,"15 Southdale Road, Ox2 7Se",OX2 7SE,15,Southdale rd
24/00124/HMOMAN,"43 Jeune Street, OX4 1BN",5.0,5.0,2024-03-28,2026-03-27,2026-03-27,True,"43 Jeune Street, Ox4 1Bn",OX4 1BN,43,Jeune st
24/00132/HMOADD,"99 Collinwood Road, OX3 8HW",5.0,5.0,2024-03-02,2025-10-29,2025-10-29,True,"99 Collinwood Road, Ox3 8Hw",OX3 8HW,99,Collinwood rd
24/00142/HMOMAN,"82 Divinity Road, OX4 1LN",6.0,,2024-03-11,2029-03-10,2029-03-10,True,"82 Divinity Road, Ox4 1Ln",OX4 1LN,82,Divinity rd
24/00143/HMOMAN,"19 Horwood Close, Headington, OX3 7RF",5.0,5.0,2024-03-11,2029-03-10,2029-03-10,True,"19 Horwood Close, Headington, Ox3 7Rf",OX3 7RF,19,Horwood cl
24/00151/HMOMAN,"48 Masons Road, OX3 8QJ",5.0,5.0,2024-03-16,2026-03-15,2026-03-15,True,"48 Masons Road, Ox3 8Qj",OX3 8QJ,48,Masons rd
24/00156/HMOMAN,"15 Paget Road, OX4 2TB",5.0,,2024-03-16,2026-03-15,2026-03-15,True,"15 Paget Road, Ox4 2Tb",OX4 2TB,15,Paget rd
24/00160/HMOADD,"310 Cowley Road, OX4 2AF",4.0,,2024-03-20,2026-03-19,2026-03-19,True,"310 Cowley Road, Ox4 2Af",OX4 2AF,310,Cowley rd
24/00161/HMOMAN,"98 Cornwallis Road, OX4 3NL",5.0,5.0,2024-03-22,2026-03-21,2026-03-21,True,"98 Cornwallis Road, Ox4 3Nl",OX4 3NL,98,Cornwallis rd
24/00168/HMOMAN,"61 Cricket Road, OX4 3DH",6.0,6.0,2024-03-28,2026-03-27,2026-03-27,True,"61 Cricket Road, Ox4 3Dh",OX4 3DH,61,Cricket rd
24/00206/HMOMAN,"27 Carlton Road, OX2 7SA",5.0,5.0,2024-03-29,2026-05-09,2026-05-09,True,"27 Carlton Road, Ox2 7Sa",OX2 7SA,27,Carlton rd
24/00207/HMOMAN,"135 Marlborough Road, OX1 4LY",5.0,5.0,2024-03-29,2026-05-09,2026-05-09,True,"135 Marlborough Road, Ox1 4Ly",OX1 4LY,135,Marlborough rd
24/00212/HMOMAN,"12 Coleridge Close, OX4 3JG",5.0,5.0,2024-03-31,2029-05-12,2029-05-12,True,"12 Coleridge Close, Ox4 3Jg",OX4 3JG,12,Coleridge cl
24/00250/HMOMAN,"103 Percy Street, OX4 3AD",5.0,5.0,2024-01-14,2026-01-13,2026-01-13,True,"103 Percy Street, Ox4 3Ad",OX4 3AD,103,Percy st
24/00320/HMOMAN,"10 Demesne Furze, OX3 7XF",9.0,9.0,2024-03-08,2026-03-07,2026-03-07,True,"10 Demesne Furze, Ox3 7Xf",OX3 7XF,10,Demesne Furze
24/00340/HMOADD,"1A Hayfield Road, OX2 6TX",4.0,4.0,2024-03-12,2026-03-11,2026-03-11,True,"1A Hayfield Road, Ox2 6Tx",OX2 6TX,1A,Hayfield rd
24/00363/HMOMAN,"30A Leopold Street, OX4 1PU",9.0,0.0,2024-12-27,2025-12-26,2025-12-26,True,"30A Leopold Street, Ox4 1Pu",OX4 1PU,30A,Leopold st
24/00388/HMOADD,"16 Venneit Close, OX1 1HZ",3.0,,2024-03-06,2026-04-28,2026-04-28,True,"16 Venneit Close, Ox1 1Hz",OX1 1HZ,16,Venneit cl
24/00400/HMOADD,"28 Cherwell Drive, OX3 0LZ",3.0,3.0,2024-04-21,2026-06-02,2026-06-02,True,"28 Cherwell Drive, Ox3 0Lz",OX3 0LZ,28,Cherwell dr
24/00426/HMOADD,"70 James Street, OX4 1EX",4.0,4.0,2024-04-05,2029-04-04,2029-04-04,True,"70 James Street, Ox4 1Ex",OX4 1EX,70,James st
24/00443/HMOMAN,"16 Union Street, OX4 1JP",6.0,6.0,2024-02-21,2026-04-25,2026-04-25,True,"16 Union Street, Ox4 1Jp",OX4 1JP,16,Union st
24/00446/HMOMAN,"14 Milton Road, OX4 3EF",5.0,4.0,2024-04-04,2026-04-03,2026-04-03,True,"14 Milton Road, Ox4 3Ef",OX4 3EF,14,Milton rd
24/00448/HMOMAN,"3 Milton Road, OX4 3EE",5.0,,2024-04-06,2026-04-05,2026-04-05,True,"3 Milton Road, Ox4 3Ee",OX4 3EE,3,Milton rd
24/00451/HMOMAN,"8 Divinity Road, OX4 1LJ",5.0,5.0,2024-04-07,2029-04-06,2029-04-06,True,"8 Divinity Road, Ox4 1Lj",OX4 1LJ,8,Divinity rd
24/00454/HMOMAN,"19 Crown Street, OX4 1QG",6.0,,2024-04-18,2026-06-19,2026-06-19,True,"19 Crown Street, Ox4 1Qg",OX4 1QG,19,Crown st
24/00461/HMOMAN,"55A Cowley Road, OX4 1HR",5.0,5.0,2024-04-29,2026-04-28,2026-04-28,True,"55A Cowley Road, Ox4 1Hr",OX4 1HR,55A,Cowley rd
